Tweet	lang
tayray baap be nae rok sakta	Roman Urdu
aur koi 65 years ka gand hai bohat time lage ka saaf karne mai abi tou ik ne oath b nai lia	Mixed
apki ik smile pe hazaron noon leaguii qurban khan sb imrankhanpti	Mixed
karahi nikalen meri p ik shafqat mehmood won p	Roman Urdu
phir pata chale ga kon kitna leader hai saafchalishafafchali	Mixed
umarcheema1 this what pti saying ab imran khan ko kudda ne izat di aur tum ko zilat beshak allah alhaq hai	Mixed
kisi ko pti ki jeet ki khushi kisi ko pml n k harnay ka dhuk lekin fikar ki bat yh ha k ab mulk diesel k begair kis trha chalay ga	Mixed
no more pmln in punjab only pti azad in punjab human honesty revolution in punjab pakistan imran khan	Mixed
mnay kitnay patwariyoo ko muu chuppa k rotay or bheas badal k pti ki victory per unkay sth baith k methaiyan khatay dekha	Mixed
poorachand wajskhan imrankhanpti na 13 independent jeeta ha saleh mohamad wo pti ma aa gaya ha latest mansehra	Mixed
haan bhai zardari kay saath kaun hai	Roman Urdu
hinaparvezbutt shoaibahsanpk ap ny kaha tha k agr ik p m bna to ap kuch karengi kiya apko yaad hai	Mixed
larko sa ghurazish ha ka larkiou ko samjny ki koshish na kry kyu ik larki hi dosri larki ko samaj sakhti hai	Roman Urdu
nikla o gadi lay k rastay par ik mor aya suna hai idar koi indipendent candidate hai	Mixed
punjab main bhi pti ko sirf independent ki zarorat hugi aur national assembly main bhi electionpakistan2018	Mixed
senatoraitzaz aitzaz sir apse sawal hai ek apke hayal mein cm punjab banney ka ahal kon hai pti mein se	Mixed
isb qaumi assembly k 251 charon sobon k beshtar nataij jari qaumi or kpk me pti sindh ppp punjab me pml n balochistan me bap ki bar	Roman Urdu
imranismailpti imran ismail bahi abb kuch ker b dekhne karachi ke lyee ak kam kerne almgair khan ko governer laga dene un see zyda acha admi pti ke pass nahi khuda ke lyee karachi per towajja dene	Roman Urdu
ali muhammadpti imrankhanpti kaash aap pti me nah hoty aapko saport kerta kerta aap pakhtoon ho our pti ka culture pakhotono se bahout dooooor kissi our ko join ker lo please eak pakhtoon ki request	Mixed
pti jahangir tareen arif alvi or digar mqm k markaz bahadurabad gaye faisal subzwari ne istaqbal kiya	Roman Urdu
ansarabbasi umar qeemay dekh lo agar koi sharam ajaye tou	Roman Urdu
molana fazul ul rehman ko lagta hai yeh koi bura khwaab hai electionpakistan2018 nayapakistan primeministerimrankhan	Roman Urdu
murtazaviews ya lo chor dhako bhai bhai lanat hai asa pm bana pa ik dhob maro asa pm hona sy acha caprasi ban jao	Mixed
a very promising naya pakistan	Mixed
ja dafa ho yeha se hum jaib se khilayeengy ik ko	Roman Urdu
ik acha ya bura ye alag behas laikin baqi sub sirf iqtidar kay bhokay tay aur hamesha rahein gey	Roman Urdu
talhaakhan000 pmln gangsters	English
khrizwansaeed yani k cheeno k liye chinese afghanio k lia afghani arbio k lia arbi wah re wah kidher hain pmln k siya	Roman Urdu
azaad mnas ayr mpas kon laa raha hai pti main government banany k liy	Roman Urdu
is inqilab ke peechay mehekma e zaraat ki engineering hai	Mixed
khan inam1 sir kp ke dher kaaam votes anp woo asay lagya da	Roman Urdu
aamenah khan maria08khan aamenah dil jeet liya tum nay mera awr ik ka	Roman Urdu
yeh kiya hu raha hei	Roman Urdu
others say lahore ko paris aur karachi ko new york banaen gay imrankhan says pakistan ko madina jaisi riyasat banaen gay	Mixed
kejriwal se tution liya hai isne to modi 2 karke election jeet gaya ab kejriwal banke loot start kar dega	Mixed
dekhien hamid akhir kutta bhi insaan hota hy bilkul aisay jasey ghadha insaan hota hy election2018	Mixed
khsaad rafique pmln walo kuch tu humari izzaton ka khial ker lo pori dunia me hume khairaten lene wali qoum mashor ker diya	Roman Urdu
lahori ghunda anjam k qareeb h	Roman Urdu
punjab hakomat agar ghundon ko milgai to pti ainda pujab ka vote bhool jaye	Roman Urdu
jikhlaq52 mahobili yeh jo pti walay hain yeh badareen galion kay talabgar aur haqdar hain	Roman Urdu
pmlsadia pmcocainekhan u mean 3 baar govt milney k bawajood pmln nai police aur judiciary ka nizam theek nahi kia what a shame think before u post patwari	Mixed
isb pmln ko punjab me 10 saal k baad shadeed jhatka 2 azad mna balawal nagar se 1 bhakkar se 2 azad mpa pti me shamil imtiaz solangi	Roman Urdu
pti ko punjab kisi surat nai chorna chaiye	Roman Urdu
tlp na pti ko shikast da dia	Roman Urdu
electionpakistan2018 psp win karagi inshallah kamalpsp sasifhasnainpsp na240	Mixed
faisalsubzwari aur ab pti ka sath daynay k leeya bikul teyaar	Roman Urdu
a sincere leader after quaid e azam allah per yaqeen rakhne walo ko kabi haar nai hoti han azmaish hoti hai	Mixed
aaditweetz abidifactor mqm ka sara narrative karachi walo nay bulldoze kardiya na pib na bahadurabad na london na mahajir card	Mixed
ik be like naye pakistan m jaldi sonay ki adat daalo saalo	Roman Urdu
nida alin143 na lala na mianwali m tmam seats just pti ly gai	Mixed
khi hum jeet saktey hain logo nai bata diya hai woh pti ko chahtey hain lhr abhi bhi dfm bana howa hai better hai yeh rakhey	Mixed
aatifazio mushkil hy bhai nisar ka jeetna meri isi halkay my presiding officer ki duty thi rana sb ko vote para hy khul ky ku k hamari rajpoot family ziada aksriyat my hay is halkay main allah karay koi chance bany dr sahib ka taky pti ki seat or increase hon	Mixed
tamam pakistanio nayapakistan ka pehla jumma mubarak	Roman Urdu
sarwan khan me is bar psl ma kon si team ko support kro ga he pti ki me kya he	Mixed
machine for imrankhan ab kahan gae imran ki non corruption pakistan banany ki baat sharm to nhi aa rahi ho	Mixed
zindgi mn itni khushi kbi nai hoi jitni pti ki jeet py hoi primeministerimrankhan	Mixed
hafsakazi91 aik bat ki smj nai ati ap pml n ki ho k pti ki	Roman Urdu
aamirviews bhai pmlq ki pmln se meeting honi wali hai pti wale kia kar rahe hai	Mixed
phir bhe imran ke good may baithny ko tayar ho muhajir qom ka baira gharq kr k rakh diya tum logo ny	Roman Urdu
pti ki darkhuast per na 248 k kuch polling stations pr dobara ginti jaari election commission ne yahan ppp ki jeet ka elaan kar diya he	Roman Urdu
kis faltu banday ko samjha rahi hain isay bhi pata hai mqm kese jeetti thi	Roman Urdu
cmshehbaz maryamnsharif if shabaz became bakry pmln gone lead from the front	Mixed
maumoonagayoom ah support kuramey bune ibusolih ah vote dhinumakee garudhiya meerey bune kirugarudhiya keun kahala kameh election2018 yameenshaheem2018 ry2018	Roman Urdu
change is here nayapakistan	Mixed
aakbar84 tuo atif ko hansome samjhnay wala aur phir naeem b n ik say milanay wala	Roman Urdu
nai aslam khan pti ka jeeta	Roman Urdu
mashwaniazhar pti mn sub sy zyada nafrat hy is inaan sy lalchi abi cm panjab banana chata hy ik ny ghas nahi dali is ko well done ik	Mixed
mubasherlucman unk sehmay howay chehro se andaza ho raha ta k agr ik ku hkomat me aram se achi karkardagi ka moqa	Roman Urdu
haha mqm ko hi	Roman Urdu
rehamkhan1 ik tumharay zehan main sawar hai apna ilaj karawo warna pagal ho jawo gi	Roman Urdu
zaidzamanhamid top per pti ka flag hona chahiye tha	Mixed
aamirliaquat masha allah absirfimrankhan	Roman Urdu
kafi strong hai yar pmln lahore aur surroundings main sara paisa udher lagaya hai	Mixed
gulbukhari suno khuni fasadi zani nangi soch rakny walo martat liberal s tohari najaiz papa ne bi election taslim	Roman Urdu
pti ts insafian rayhantweets yeah ik ko lahore ki seat k liye bilkul b ni jaana chahiye recounting mein i fear	Mixed
khan sahb key suppoter aur voters elections2018 naya pakistan niklopakistankikhatir absirfimrankhan	Mixed
upset hahahah huge upset hahahaha karachi sy mutehda ko sirf 4 seats mili bhahahaha primeministerimrankhan	Mixed
allah kare kabi koi aik khabar analysis to drust sabit ho jaye dr sahb ki it s been ages since his last news ana	Mixed
aamirviews ptikamessi ye azad bhi pti ka hi tha tkt na milnay pe azad hua tha	Roman Urdu
waseembadami bs krdo pti ki himayat krna ab	Roman Urdu
mahsudmasid humairabadar ahmadmotla true that ye jail gya to isko to nikalny kisi ne jana b nahi hy	Mixed
aleemkhan pti umeed ha ap pti ki team ithadi teamo k sath is amanat ko jo hkumat ki shakal ma mili ha ahsan trik	Roman Urdu
2013 main yad hai kai log pml n chor k gaye aur jeet kay wpis aye	Roman Urdu
wht about ik konsi seat rakay ga	Mixed
allah pakistan ko bacha	Roman Urdu
dobara ginti pti ki 7 seat kum khaqan abasi ameer maqam yusaf rza gilani mrtaza abasi dirse mma fsl abad se pmln krachi se ppp kamyab	Roman Urdu
bas wahin sa bna ha ik	Roman Urdu
ym abhi abhi thori dair pehle khabar mili hai na 5 jahan se pti jeeti thi recounting mma jeet gai hai	Mixed
yeah alhumdullilah ik we lv u	Mixed
115 116 jhang pti ne clean sweep kr dia	Mixed
multan me ppp ko bara jhatka dobara ginti k baad pti umedwar badastoor kamiab qarrar pti 84479 vote ppp umedwar 75460 vote leney me kam	Roman Urdu
waseembadami yes kbhi karachi me mqm ki hoti thiii ab her jaga pti	Mixed
haar ke baad hr koi yhi bokay ga wese ap k pmln walay kia tabdeeli ly the	Roman Urdu
rehantoday wajih sani faisalsubzwari to is me kia ikhtalaf ha ppp pmln mqm anp mma amp others sb dhandli ka hi ke	Roman Urdu
hope so we only want pti in punjab humara kia qasor k aik khabti or nafsiyati mareez sy mazed barbad krwain punjab ko allah pochy en patwarion sy apni hat dharmi or jahalat sy beragharq kia hua hai punjab ka	Mixed
kutti ki bachi bandkaro bhukna awam nai juta mara hai 3 marta qabul kar	Roman Urdu
faisalsubzwari wajih sani phr jahangir tareen sahab ka phone agya or phr mqm sub kuch bhul gayi	Roman Urdu
tabdeeli i ry	Roman Urdu
news asif zardari ka pmln mma ya kisi jamat sy mil k govt banany sy inkar	Mixed
fastnewskhi007 karachi intikhabat me dhandhli k hawalay se hamara ahtijaj jaari rahay ga farooqsattar mqmpakistan	Roman Urdu
inka leader jail main hay inka inta demagh nahi chal rha kay ham us bnday kay peechy lagay howy jo jail main pmln	Mixed
recounting m sab k sab pti pupit hare gay	Mixed
khankakarzai agar elections 2018 me dhandli hui he to kya pehli baar hui he meraaikmasumanasawal electionresults2018	Roman Urdu
chup kr k ik ko suno	Roman Urdu
qoum mulk sunsilk painda tabinda abad nayapakistan	Roman Urdu
mqm ka pti ki hukumat ki himayat ka ailaan aqalmandana faisla wse b they have no choice	Mixed
satyam singh jaavedjaaferi imrankhanpti india ma b bht sa gadhy hain india ma b ik hona hona cahaia	Roman Urdu
saeedghani1 iqrarulhassan salman ary waseembadami kashifabbasiary kia kea hai apny paksitan k lye mr	Mixed
saragul1212 d i khan ma pti waze lead sa jeete ha is ma koe shak nhe dera ki awam ni dil khol kr pti ko vote dye	Roman Urdu
app tayar toh hon sab khol daingay pti walay khol khol ker maarnay main mahir hai nawazsharif example	Roman Urdu
aur ap k khyal mai kon achi numbering lai sakay ga in simple words pti or pmln	Mixed
pmln ko punjab me 10 saal k baad shadeed jhatka 2 azad mna balawal nagar se 1 bhakkar se 2 azad mpa pti me shamil	Roman Urdu
omar quraishi lolz had ha bhai last time ka voting distribution daikh lo pmln ka ya ab ki bar ka	Mixed
ye begherat kutta ab laasani nafrat phela raha hy	Roman Urdu
prime minister pakisan hum sab ki jan hum sab k khan hamara kaptaan imran khan victoryspeech krte hui absirfimrankhan	Mixed
anp self accountability kara dhandli pmln ka sath hoye ha anp mma har gaya ha	Mixed
mqmpakistan leader faisal ali subzwari bhai at aiteraz hai with adil abbasi on ary news	Mixed
happiest day alhamdulilah better future ahead in sha allah thank you allah pakistan zindabaaad imran khan	Mixed
sarimrashid aur bol raha tha pmln ka ju forward block howa woh humarey sath aye ga pti kay sath nahe	Roman Urdu
likin mqm yaad rakhay paisa khaya to khan nikalwana b janta hy imrankhanpti	Roman Urdu
syedaanumkhan zeshanmalick kyun pti ko mulk se koi gharaz nhi tha na hoo ga jitna nuksan pakistan ki economy ko howa tha es ik k dhar	Mixed
fauji khoshi may pti kay kameyab umeedwar kay ghar kay bahar firing kartay rahay jui f kay hafiz hamdullah ka	Roman Urdu
na252 pti khi se 6 seats jeet li	Roman Urdu
sargodha nay pmln ki favour main or faisalabad nay pti kay favour main surprise deya ha hmmmmmm	Mixed
pmln ke os hakumat ka khatima huwa jis k khilaaf zindagi k her tabqy ny ehtajaj kia jis main young doctors nurses sab shamil hain	Mixed
kisi mqm waly ko bol ky dekho ye	Roman Urdu
kon nazriyati hai pti mai taqreeban sb k sab doosri parties say kisi na kisi issue pr nikaly huy ya	Mixed
to mqm patwariyo main zyada faraq nahi	Roman Urdu
koi poochay imran khan na kp ma kya kia ha tou kahna clean sweep imrankhan pti absirfimrankhan	Mixed
abbasitayyibah ptiofficial ham kya karen log paison pe bik jaty hn is me hamari kya glti h hamara to abhi cnic be	Roman Urdu
my tailor s whatsapp status naya pakistan ban gaya auntiyon hun te meray bill clear kar do tanu ik da wasta	Mixed
apni tarhan ka khota he lagaye ga koi	Roman Urdu
faisalsubzwari bhai k bagair yeh mqm kabool nahe	Roman Urdu
aisi surat ko dekh k kon nae pighly ga primeministerimrankhan nayapakistan electionpakistan2018	Mixed
aamirliaquat imrankhanpti jis leader kia inspiration hi madina ki riyasat ho usay kaisay shikast ho sakti hai primeministerpakistan	Mixed
maryam nawaz in adayala jail imran khan ki jeet pe maryamnsharif electionpakistan2018 balla	Mixed
mubashirzaidi ma samjhta hun k geo news ek wahid asa channel ha jo pti ki jeet ko tasleem ni kr pa raha ya krna ni chahta	Roman Urdu
lyari highway ns ne di aur vote layri k logon ne pti ko dala	Roman Urdu
pta nai awam pakistan ki kasi ha agr ap ny phly pmln ko vote dala os ny kuch nai kia khaya hai to ab pti ko dal do	Roman Urdu
sir dil hi dik mai ao bhi pti ki jeet py khush hain hahahah	Roman Urdu
q asembly k 267 halqon k sarkari nataij jari pti 115 pml n 64 ppp 43 mma 13 azad 13 mqm 6 pml q 4 gda 2 bnp 2 anp 1 aml 1 bap 3 r javed jan	Roman Urdu
naya pakistan purana harasser	Roman Urdu
ik dosry ko mention kr k randi rona q rhy hen sab	Roman Urdu
shabash beta shabash tu phir mqm 6 seats kese jeet gae	Roman Urdu
best and mature speech allah app ki madad karay ameen imrankhan electionpakistan2018 primeministerimrankhan	Mixed
as long as imrankhan is a pm of pakistan nawazsharif ko bhi wizarat miljaye to corruption nahi karsakta jahangirtareen pti mqmp	Mixed
khaomm saad rafiq khaqan abbasi abid sher ali khwaja asif are out bye bye rok saku tu roku pmln electionpakistan2018	Mixed
nayapakistan mubarak ho par ab koi uturn nai chaly ga ab sirf kaam hona chahiye	Roman Urdu
electionresults2018 fawad dadu keh raha ha k kutay ne kaha tha sare halqay khulwayen ge jo koi kahe ga phir sh	Roman Urdu
andhe kahe ke tmhe is ma dhandli kaha nzar a rehe ha ja ke apne uncle khawaja asif se pocho unhu ne kia kia sialkot main	Roman Urdu
naya pakistan rejected you alhamdulilah	Mixed
aaj kal wo log bi pti kar rahey han jo kabhi ppp ke uthate rahe ha	Roman Urdu
maham zaini pti walon ko accha nhi lag rha k pmlq aur ppp kisi aur k sath mil jaen to na jaan lo bacchon ki	Roman Urdu
pti k jeetne ki khushi hui	Roman Urdu
umarcheema1 ujala4u ik ka gher awaam k paiso sy nahi chalta bc jab k pm house tax k paiso sy chalta hae dimagh	Roman Urdu
meine ajse pehly aise umeed ki kiran mulk mein doorti nahi dekhi mein kasam khakar bolraha meine kubhi nahi socha	Roman Urdu
lo ji ik yothyeee ne tu apni id hi bnd kr di zillat kuch ziyadaa he mehsoos kr gya	Roman Urdu
what a great speech maternal mortality kabhi suna hai kisi politician ko unhe tou pata bhi nahi houga yeh bhi kuch hota hai	Mixed
farhan7778 shahidn80000907 gujaranwala main kam se kam na ke 2 aur pp ke 4 seats pti ke the lakin khair aj rizwa	Mixed
rehamkhan1 jesi khud wese sb ko samjti imrankhan jeysa koi nae read kar jemima ka tweet doob mar ja wo dosri country se hai	Mixed
khurramkibaat aur parvez ilahi sab kitna ghtya kam kar ry hn azad ko apny sath mila rahy hn pti ka ahsan bhool gy hn	Roman Urdu
nawaz shrif ny hamasha mulk ka socha apna nahi apna socta to time pora kar lata	Mixed
gosleepbabyy ab samaj gaye awam ki sudharo iske liye jo karna he wo karo aur ik ke liye aasan nhi he	Roman Urdu
mianiftikharhus jin logo ne 2013 mai vote diya tha pti ko wo chori kaar k noon ko aur tumhey diya gaya thaa 1q o	Roman Urdu
i like that guy s nature per unfortunately wo mere ik dushman ka mutual hai	Mixed
aur baad me main bangla nahin chhorugan ji imrankhan pakistanelections2018	Mixed
noon leaguiye mera pinned tweet daikh k sarr kiu jaty hain nayapakistan	Mixed
brashnaa balochistan main bap party ki himayat anp bnp pti and hdp ne kardi hain khair se	Mixed
ya allah tera shukr is qoum ko shao ur aya primeministerimrankhan absirfimrankhan	Mixed
tabdeeeli ai ha n ki jaggah ab pti ai ha	Roman Urdu
bargaining or ik ke saath hmm	Mixed
jab taleem hasil krny ka bunyadi maksad he nokri krna ho to society main nokar he peda hoty han leader ni	Mixed
aamary kpk m sy tooo pti ak braa margin sy jeetii hh	Mixed
qaumi assembly k 267 halqon k sarkari nataij jari pti 115 pml n 64 ppp 43 mma 13 azad 13 mqm 6 pml q 4 gda 2 bnp 2 anp 1 aml 1 bap 3 ec	Mixed
pata laga	Roman Urdu
siasatpk what do you expect from pmln haram ki kamai ka galat istimaal	Mixed
aisha shabbir sikanderfayyaz women card har jagha nhi chalta tahir bashir cheema kabhi bhi wahan sy elect nhi	Mixed
jahangirtareen jin parties ko nataij per atrazaat hai wo sab mil kar 126 din ka darna day police k dhandy anson gas bardasht karaye	Roman Urdu
hinaparvezbutt mein tu heraan hun k har bar koi aurat he ik r pti k khilaaf launch hoti ja koi mard ka bacha ny na pml n mein	Mixed
ujala4u to ik half na ley apki khahish poori ni jogi	Mixed
rehamkhan1 hahahha ap ko asa bht acha lagta hey i mean jo pti k khilaf ho kho gharibi ta kho hes hum na shwi na	Mixed
huzoor aik bat tu confrim hai 7 sall k lye aap se jan chutt gyi iss qoom ki dayan makkar dhokebaz aworat	Roman Urdu
hum pmln k sath hain is dafa pti walon ko maqa diya hai agar pti waley kaam krey to sub pakistsni awam dobra intkhabat main inko jitwayegi	Roman Urdu
woh log kaha hai jo kehtey they k imran khan sirf social media pe pm bansakta hai primeministerimrankhan	Mixed
kaha tha naa peerni k aanay se kuch naya h0ga c0ngratx t0 primeministerimrankhan ptifamily	Mixed
anihachaudhry minhajabbasi3 khsaad rafique oooo ja kam kr shar ki lagti ub to shar na b pmln ko chor dea ha	Roman Urdu
salam un logon par jo abhi bhi pmln ko support kar rahe hai	Roman Urdu
captivatingkhan kiranahmedd chalo jee yeh credit bhi ik ko de dein aap hum ne tou jaise quran parha hi nahi tha ik se pehle	Mixed
klasrarauf ik ko chahiay aik account khulwa day bank main ta k awam zakat aur khairat mulla fuzla ko day sakain	Roman Urdu
princefan336 yes true yeh azad saray achii qemat per bik jatay hn jab esi situation ho tu mqm ne bohat faida utha	Roman Urdu
electionresults2018 dryasminrashid lagta ha lahore walaa ney abi tak kotha ka gosht kana nhi chora	Mixed
hamidmirpak maryamnsharif agar angraiz abhi tak yahan hotay tou aap jaise hi log honay the jinho ne kehna tha k is post ko itna share karein k angraiz mulk chor k bhag jaen ik ne on record kaha hai k jis halkay me issue hai uska bataen investigation ka	Mixed
tm logo k muu p to chupair parh gai na ik ko pm dekh k	Mixed
cefadroxill hashurtag arshad geo fake account kisi ka bi ho pti waly ka ya phir pmln waly ka fake is fake	Mixed
waqas x isko ab iskay ghar walay bhe nahi poochtay shaid aur ye poori pashtun qom per ehsaan ker raha hay leaderi kerk	Roman Urdu
pmln ko chaiye k ab woh daba kar opposition karey warna imran khan ne phir friendly opposition ka taana de dena hai	Mixed
mubasherlucman sir jhang mai pti nai clean svip kiya hai 3halqo mai sir is pr bhi kuch tbasra kijiya ga please	Mixed
sami pml n mzmk 420 y pti nahi noon luggage ka hy haram zada	Mixed
jihon nay ik k saath ye salook kia awam nay un k leader ki hi chutti krwa di	Roman Urdu
lahore punjab assembly k 15 azad arkan ka pti me shamuliat ka faisla kal imran khan se bani gala me mulaqat me elan karen gay	Roman Urdu
siasatpk ager yeh cm ship k liye larte raye tu pmln aazad umeedwaro ko sath mila leh gi imrankhanpti	Roman Urdu
han jee pehli bar pyar sy e smjhata hai us k bad phr rulata hai welcomekingkhan primeministerimrankhan	Mixed
suna hai pakistan ko bhi ek kejriwal mila hai yahan kejri modi modi karta hai wahan imraan modi modi karta	Mixed
khsaad rafique hahahaha chal jhoot lohay ka chana chaba gya ik	Roman Urdu
punjab py hukmrani ka khwb liy tursi huy pti trp rhi cm keliy	Mixed
aadiiroy abhe imran khan ne oth lia nahe aur fermaishe programs ke list aagai but ye gunhgai behrai 5 years pmln ke govt mai bus shair aya shair aya kertai rahai laanti nasal ha	Mixed
makani saad zartajgullwazir yes ik should focus on khi it is life line of pakistan	English
anwarlodhi is awam ke yadshat bhot weak ha ab n leage walay is pay kuch nhe bolay agy na media agar pti ka kuch ha to batay	Mixed
hafsaziz 14 dear pm ik sb ap pakistan ko ek mukmal islami mulk bnana chahte hain jo k bht zbrdst bat ha	Roman Urdu
pmln ko sab se bara msla ye hai k agr kpk wala system introduce kr dia gya punjab me to phr pmln agly election k bad nae a sakaye g	Mixed
pmln ko he karay ga uskay jaisa chalo meinay aaj tak nae daikha	Roman Urdu
humary family ma sy national vote pti ko gaya or provisional mqm ko hum apni pehchan nhi bhool sakty aga	Mixed
news alert pmln ki n a 139 or p p 174 kasur ki seat khatry main adalat ka eham faisla 1st august ko mutwaqy	Mixed
hum sab ka leader mian muhammad nawaz sharif	Mixed
any news for engradilaskari bhai seat adil bhai k name mai askari ata hy un ka result tou fair dain dain janab	Mixed
sharam karo 1 crore se zyada vote pmln ko parha hai jo aap k khilaf hai	Roman Urdu
duzzz duzz duzzz mubarak ho doston primeministerimrankhan electionpakistan2018 pti imrankhan	Roman Urdu
hamza shehbaz keh raha hai ke nawaz ne imran khan ko kp mai hakuumat bananey di thi aap humain punjab mai bananay dein	Roman Urdu
hamidmirpak azazsyed patwari pmln or geo ki jageer hain kisi or ki muhim kion chalaie	Roman Urdu
islamabad imrankhan ka mumtazbhutto ko telephone islamabad bula lya mumtazbhutto ko governor sindh ki zimaidari diye janay ka imkan	Roman Urdu
khsaad rafique khawaja shb choro ab ik koo mubarik doo abb pm kii	Roman Urdu
barri lobbying chal rahi hai pti k ander or media main punjab ki cmship ko le ker	Mixed
engrmasf irfannajeeb27 asad umar imrankhanpti haqeeqat sab ko buri lgti hai pims ma larka 25 years ka accident ma buri halat ma phra rah we were saying them is ko ventilator d mar jye ga agy sa jawab mila minsters k liye hai ventilator baat krty hoo haqeeqat sa baat kroo to per jawab milta kab pti join kr rhi ho	Roman Urdu
jahangirktareen salam hai apko ap pti k liye jo kuch kr rhy hain	Roman Urdu
aur bani gala may james bond raha karta tha election2018	Roman Urdu
hahahahahahahahahaha aa gaye auqaat par kal tak mqm walon ka mazaq uraty thy k manzil nahin rahnuma chahiye	Roman Urdu
his speech should have ended like tabdeeli aa nahi aa rahee tabdeeli aa gai hai naya pakistan mubarak primeministerimrankhan	Mixed
agr pti ki jaga noon league ya zardari ki govt ajaati tou pakistan ki aadhi nation ne depression mai chale jana tha	Mixed
muzfar garh m pti ke dubing intre azad haisyit m jete hwe 2 mna or 4 mpa s ne pti m shmolyit ka faisla krlya bane gala rawana rpt iftkhar	Mixed
nayapakistan nayakarachi karachi ko izzat do	Roman Urdu
laraibmufc ab walay accountable rakhna beshak woh apna pti ka hai kaam karna hoga in ko warna in k voters ka inhain pata hona chahiye	Mixed
teamsarwar baba don 302 ch sahab sb se zyada mazbooti tb hogi jb pmln fwd block bany ga	Roman Urdu
pakistani awam full try may hai kay ik ke peerni say talaq ho jai aur jemima say dubara shadi	Mixed
humaray leader ko patwaari bannay kii offer huwi thi unho nay reject kardi wazireazamimrankhan	Mixed
haha bilkul sahi kaha pmln walou ab tum logou keh liya india ki army ki duty lagty jin halkou sy nhi jeety ho	Mixed
karachi ko nayapakistan ka capital banaya jaye	Mixed
wajih sani or aj ap o keh rhe h jo pti keh rh ti or aj ap sai hn jb k tb pti ghlt ti	Mixed
saray nakamay akhatay hi gayie hain	Roman Urdu
big promises ik really big allah sach kar ke dikaye	Mixed
ye pti ki hi support se jeeta tha	Mixed
i wish nay pakistan mn ik sb sy phly teendy mhngy kry sb bolo ameeen	Roman Urdu
yeah ik but i still take advice	English
malik 73 punjab top 5 parties by votebank 1 pti 11 139 638 2 pmln 10 514 062 3 tlp 1 876 275 4 pppp 1 784 51	English
election2018 kpk me pti ka raj sindh ppp k nam punjab me pml n or pti me sakht muqabla ch nisar 30 saal me pehli bar out mqm bhi murjha gai	Mixed
sethi uncle woh aap se pochna ye tha kay new job k liay apply kia ya nahi kisi jagah pe aur bachay poch rhe thay k sethi uncle immature replies krna kab chorainge	Mixed
pti ko jitwany mai pakistan ki larkio ka boooooht bara hath hai or larkio ki is qurbani ko raiga nhe jane diya jaye	Roman Urdu
inamullah khan nazi jab kabi tum pti mein they tu mohtaram ap ke zaban se kush orr hi nikalta tha	Roman Urdu
jahangir tareen toh politics main zardari ka b baap nikla apna hi banda dosri parties main jeetwa kar wapas la	Mixed
fawad alam ko team m lao naya pakistan hae bhai iamfawadalam25 nayapakistan electionresults2018	Mixed
mansoor ali abi to khan sahb government ma b nai aye aagay aagay dekho primeministerimrankhan	Mixed
congratulations imran khan main pti ka tamam friends ko dill ki gahraino sa mubarak pash karta hu ps114 sharshah	Mixed
jb allah chaye ga jaise allah ne unko electionpakistan2018 jeeta diya	Roman Urdu
nahe pti mein anay kay bad gunah dhul jatay hotay hain p	Roman Urdu
darling politics ko chur doctori kr karachi ma mqm k voter nai nikla tuje simple si bat samjh nai ati	Mixed
chmsarwar imrankhanpti pti ki jagah agr pakistan ka flag ho tu wo bura lagy ga	Mixed
hudashahh hahahaha this is hniaziisf ik s nephew yeh pehle kehta hai main ayese kerunga meri video banana	Mixed
sohaibinriaz saeedghani1 bbhuttozardari jb karachi py enka raaj tha mje nh pta but enki waja se karachi m bht bhri ha	Roman Urdu
congratulation imrankhanpti on winning all your 5 seats jeetaygakaptaan nayapakistan	Mixed
thank you imran khan karachi me mqm pk ko hara ker apne altaf hussain ka boycott kamiyab kerdia siyasat seekhn	Mixed
hath per lagi yeh lakeer batati hai koi sai banda anay wala hai imrankhan pti	Roman Urdu
imrankhanpti fauziakasuri wese ye mohtarma kis munh se aayeingi ab pti main kya zameer gawaara karega	Roman Urdu
wo hamen bhi pata he ar karachi walu ko result rok k pti k matlab k result banaye jarahe hain full dhandhla	Roman Urdu
jahilo ka nhi h bs kuch mafad prst log nhi chahte k pti jeete lhr se	Roman Urdu
i m done this nonsense naye pakistan may yeh q hai vo aisa hai yeh kya karaha hai what are you doing in naya pakistan	Mixed
sameens89 team sindhi hahahah sam har gayi mqm	Roman Urdu
samsam33931020 humaiz hamza im kabbasi mujhya to lagta hy kal pppp aour pmln mil kar bolyan gyan hum apna pm banaya ha	Roman Urdu
khan ke youthiyon jeetne walon mein umeed karta hun ke ab khan ab har mushkil waqt main sath dega	Roman Urdu
honest lrki ajeeb bat kartay ho pti ki government hay kisi ko lutnay nhy daingau	Mixed
mujhy fakhar hai ik k ap mere wazeer e azam hain victoryspeechofimrankhan nayapakistan	Mixed
aajkamrankhan buhat jaldi samajh agaya aap ko pmln ki hakoomat men to ap ne choon tak nahi ki	Roman Urdu
bhai mujhe khan saab wazir e azam mushkil lagte hai q k ppp pmln mqm mma anp 131 aur pti gda bap aml 130 ab ind par game hai aur zardari game changer hai aap rehnmai kare	Mixed
hahahaha saad double tick rafique	Mixed
